frame_idx,track_id,class_name,x1,y1,x2,y2
1710,9,car,570.326,568.99,672.346,635.202
1710,10,car,824.766,589.376,902.379,637.457
1710,11,car,153.621,553.986,676.246,746.247
1711,7,car,949.669,596.797,1099.191,664.285
1711,8,car,768.352,585.692,828.234,631.988
1711,9,car,577.582,568.791,670.744,627.745
1711,10,car,824.227,589.36,901.972,637.555
1711,11,car,184.209,552.612,708.638,744.29
1712,7,car,952.73,596.937,1100.01,663.801
1712,8,car,768.039,585.433,828.476,632.158
1712,10,car,823.997,589.374,901.521,637.615
1712,11,car,215.038,552.807,741.827,743.927
1713,7,car,954.09,596.985,1100.448,663.863
1713,8,car,768.246,585.652,828.085,632.695
1713,10,car,824.202,589.447,901.303,637.65
1713,11,car,245.217,553.856,776.058,746.067
1714,7,car,957.17,597.149,1100.987,663.558
1714,8,car,769.337,585.32,829.09,634.062
1714,10,car,824.259,589.537,901.12,637.409
1714,11,car,278.863,553.695,807.265,743.93
1715,7,car,959.418,597.303,1101.354,663.524
1715,8,car,773.475,585.22,829.551,632.966
1715,10,car,822.932,589.255,901.207,638.316
1715,11,car,310.81,556.661,833.895,743.244
1716,7,car,964.682,597.278,1102.106,663.058
1716,10,car,821.887,588.509,902.145,640.15
1716,11,car,341.931,558.699,862.59,743.545
1717,7,car,966.951,597.526,1101.915,662.822
1717,10,car,824.42,588.999,901.864,638.411
1717,11,car,371.495,558.302,891.432,742.967
1718,7,car,966.766,598.615,1101.957,663.553
1718,10,car,826.655,589.483,900.995,635.963
1718,11,car,397.744,560.252,917.265,742.33
1719,7,car,958.397,597.623,1099.858,664.271
1719,11,car,430.906,562.053,950.229,742.013
1719,12,car,385.977,561.055,549.556,658.563
1720,7,car,960.058,598.413,1100.499,664.478
1720,11,car,461.307,562.487,979.849,741.707
1720,12,car,388.463,563.75,546.816,657.731
1721,7,car,958.019,598.611,1100.459,665.427
1721,11,car,491.989,563.255,1001.209,738.947
1721,12,car,388.63,564.395,545.243,655.814
1722,7,car,960.096,597.312,1102.338,666.468
1722,11,car,520.63,564.07,1028.88,739.705
1722,12,car,387.557,564.185,541.819,655.689
1723,4,car,527.573,571.698,584.61,627.923
1723,7,car,972.822,597.421,1104.989,665.775
1723,11,car,550.965,565.089,1053.729,738.607
1723,12,car,385.515,567.811,525.628,653.856
1724,7,car,981.167,597.266,1104.293,662.427
1724,11,car,580.481,565.416,1083.441,738.508
1724,12,car,384.526,569.022,517.357,653.128
1725,4,car,525.152,571.743,582.392,632.571
1725,11,car,608.364,566.366,1106.142,737.793
1725,12,car,383.774,569.436,515.696,653.952
1725,13,car,541.287,568.524,673.138,646.64
1726,4,car,524.274,571.081,581.439,633.091
1726,11,car,638.429,567.279,1135.113,737.781
1726,12,car,383.638,569.773,514.082,654.337
1726,13,car,539.394,569.25,671.118,647.662
1727,4,car,525.462,571.429,582.973,633.478
1727,11,car,666.838,567.78,1158.246,737.087
1727,12,car,384.509,570.14,512.901,654.451
1727,13,car,542.48,568.694,677.668,648.532
1728,4,car,526.074,571.449,583.711,633.574
1728,11,car,696.287,568.053,1184.442,736.615
1728,12,car,385.226,569.93,512.268,654.043
1728,13,car,544.27,568.369,680.473,647.996
1729,4,car,525.399,571.165,582.424,633.015
1729,11,car,724.688,569.203,1208.056,736.332
1729,12,car,385.842,570.197,511.764,654.263
1729,13,car,547.654,569.046,682.478,648.877
1730,4,car,524.865,571.143,581.735,632.577
1730,11,car,753.655,570.287,1234.7,736.633
1730,12,car,386.404,570.148,511.791,654.197
1730,13,car,549.623,569.355,682.896,649.096
1731,4,car,524.498,570.869,581.464,632.473
1731,11,car,783.036,571.514,1259.305,736.927
1731,12,car,386.597,569.707,510.976,653.774
1731,13,car,551.591,569.344,683.646,649.101
1732,4,car,523.978,570.932,581.421,632.602
1732,8,car,769.62,585.779,832.963,632.568
1732,11,car,811.391,573.171,1282.798,735.679
1732,12,car,386.894,569.378,510.691,653.788
1732,13,car,552.079,569.433,683.101,649.174
1732,15,car,488.343,570.21,542.508,629.986
1733,4,car,523.782,571.148,581.176,632.56
1733,8,car,767.788,584.879,829.427,631.75
1733,11,car,839.625,575.378,1305.521,735.97
1733,12,car,387.135,569.173,510.362,653.725
1733,13,car,552.32,569.482,682.361,649.179
1733,15,car,488.183,569.045,542.005,628.425
1734,4,car,523.712,571.283,581.187,632.308
1734,8,car,766.576,584.708,826.763,631.315
1734,10,car,820.604,588.667,887.192,637.347
1734,11,car,868.971,576.481,1330.542,735.368
1734,12,car,387.565,569.095,510.325,653.756
1734,13,car,552.616,569.48,681.819,649.153
1734,15,car,489.373,570.076,541.49,627.522
1735,4,car,523.844,571.362,581.234,632.226
1735,8,car,766.655,585.028,826.293,631.405
1735,10,car,823.534,588.905,899.007,638.215
1735,11,car,893.962,577.889,1351.32,735.722
1735,12,car,387.89,569.108,510.325,654.178
1735,13,car,553.067,569.337,681.248,649.235
1735,15,car,489.49,570.41,541.405,627.564
1736,4,car,523.96,571.686,580.986,632.04
1736,8,car,766.904,585.02,826.601,631.514
1736,10,car,824.096,589.238,900.36,638.502
1736,11,car,921.372,578.823,1374.755,736.124
1736,12,car,388.188,569.18,510.152,654.166
1736,13,car,554.012,569.476,681.082,649.162
1736,15,car,490.39,571.297,541.566,627.529
1737,4,car,524.462,571.318,581.458,631.854
1737,8,car,766.573,584.794,827.131,631.75
1737,10,car,824.349,589.49,900.381,637.878
1737,11,car,948.606,578.904,1397.925,735.804
1737,12,car,388.967,568.898,510.226,654.027
1737,13,car,554.672,569.289,681.165,648.811
1737,15,car,489.801,571.648,541.967,628.935
1738,4,car,524.38,571.313,581.322,632.019
1738,8,car,766.567,584.601,826.891,632.032
1738,10,car,824.5,589.604,900.702,637.608
1738,11,car,976.393,580.12,1422.88,735.981
1738,12,car,388.823,569.212,510.14,654.674
1738,13,car,553.581,569.376,680.011,649.128
1738,15,car,488.942,570.751,542.29,629.276
1739,4,car,524.457,571.193,581.183,632.131
1739,8,car,766.547,583.947,827.236,632.096
1739,10,car,824.291,589.38,900.88,637.37
1739,11,car,1001.978,580.67,1442.929,734.493
1739,12,car,388.641,569.294,509.946,654.591
1739,13,car,553.351,569.321,679.359,649.228
1739,14,car,894.093,596.49,985.314,652.864
1739,15,car,488.748,570.187,542.172,628.737
1740,4,car,525.581,570.721,581.646,632.011
1740,8,car,766.684,584.27,827.372,631.96
1740,10,car,824.232,589.444,901.053,637.43
1740,11,car,1027.256,581.371,1465.513,734.25
1740,12,car,388.816,568.934,509.827,654.216
1740,13,car,554.288,569.399,679.716,649.043
1740,14,car,891.648,594.361,981.155,652.037
1740,15,car,488.22,570.285,542.937,630.388
1741,4,car,526.209,570.44,581.993,631.947
1741,7,car,971.94,592.478,1079.394,661.677
1741,8,car,766.613,584.489,827.211,632.012
1741,10,car,824.163,589.497,900.977,637.355
1741,11,car,1051.754,582.549,1484.064,733.504
1741,12,car,388.991,568.947,509.505,654.038
1741,13,car,554.933,569.545,679.687,648.966
1741,14,car,892.521,594.541,982.408,651.003
1741,15,car,488.14,570.26,543.271,630.973
1742,4,car,526.001,570.534,581.817,631.673
1742,7,car,979.845,595.515,1086.569,661.966
1742,8,car,766.614,584.692,826.901,631.868
1742,10,car,824.334,589.575,901.07,637.309
1742,11,car,1075.557,583.174,1507.218,734.762
1742,12,car,389.425,568.873,509.341,653.505
1742,13,car,555.573,569.573,679.849,648.719
1742,14,car,895.191,595.318,991.432,651.591
1742,15,car,489.005,571.075,543.219,630.923
1743,4,car,526.76,570.728,581.952,631.665
1743,7,car,986.096,595.701,1095.594,661.45
1743,8,car,766.456,584.613,826.87,631.823
1743,10,car,824.228,589.59,900.964,637.354
1743,12,car,389.114,568.858,509.24,654.173
1743,13,car,555.554,569.686,679.214,648.894
1743,14,car,894.919,595.064,988.977,650.865
1743,15,car,488.39,570.953,543.199,631.617
1744,4,car,526.625,570.72,582.025,631.977
1744,7,car,992.701,596.684,1101.436,662.312
1744,8,car,766.469,584.576,826.534,631.81
1744,10,car,824.18,589.591,900.811,637.4
1744,12,car,389.301,568.951,509.291,654.303
1744,13,car,555.589,569.698,678.929,648.91
1744,14,car,894.736,594.974,987.716,650.269
1744,15,car,488.623,571.058,543.214,631.65
1745,4,car,527.822,570.68,582.161,631.695
1745,7,car,999.181,597.627,1105.074,662.909
1745,8,car,766.919,584.888,826.983,631.858
1745,10,car,824.207,589.679,900.848,637.538
1745,12,car,389.49,568.863,509.395,654.621
1745,13,car,556.059,569.724,679.051,649.006
1745,14,car,895.462,595.709,990.438,650.749
1745,15,car,488.022,570.451,543.063,631.674
1746,4,car,527.157,571.082,581.594,631.71
1746,7,car,1003.62,598.504,1106.585,663.724
1746,8,car,766.99,584.636,827.153,632.02
1746,10,car,824.141,589.702,900.928,637.73
1746,12,car,389.262,569.029,509.19,654.739
1746,13,car,555.585,569.789,678.221,649.146
1746,14,car,894.224,595.774,987.101,650.986
1746,15,car,488.463,570.396,542.82,630.894
1747,4,car,526.917,571.173,581.677,631.755
1747,7,car,998.971,595.744,1105.97,664.616
1747,8,car,766.809,584.455,826.917,632.074
1747,10,car,824.129,589.449,901.087,637.696
1747,12,car,389.519,568.841,508.904,653.814
1747,13,car,555.704,569.861,677.829,649.162
1747,14,car,893.469,596.015,985.455,651.186
1747,15,car,489.505,571.558,542.934,631.1
1748,4,car,526.678,571.06,581.708,631.911
1748,8,car,766.471,584.26,826.578,632.123
1748,10,car,823.776,589.365,901.045,637.754
1748,12,car,389.548,568.719,508.778,653.74
1748,13,car,555.604,569.917,677.208,649.069
1748,14,car,893.438,595.993,986.359,651.391
1748,15,car,489.863,572.174,542.819,631.225
1749,4,car,526.884,571.052,581.764,632.002
1749,7,car,1000.328,598.73,1103.958,662.798
1749,8,car,766.764,584.537,826.971,632.273
1749,10,car,823.597,589.328,900.908,637.791
1749,12,car,389.945,568.707,508.94,653.559
1749,13,car,556.061,569.857,677.255,649.0
1749,14,car,892.997,595.79,984.591,650.822
1749,15,car,489.792,572.296,542.751,631.41
1750,4,car,527.12,571.102,581.718,631.937
1750,8,car,767.155,585.096,827.095,632.173
1750,10,car,823.459,589.376,900.638,637.685
1750,12,car,390.482,568.607,509.307,653.162
1750,13,car,557.179,569.721,677.7,648.969
1750,14,car,892.0,597.216,979.457,650.762
1751,4,car,527.121,571.15,581.678,631.737
1751,8,car,767.47,585.63,827.079,632.164
1751,10,car,823.332,589.337,900.632,637.822
1751,12,car,390.754,568.719,509.185,653.36
1751,13,car,557.327,569.728,677.689,648.826
1751,14,car,891.963,597.558,978.034,650.659
1751,15,car,490.14,572.42,542.526,630.883
1752,4,car,527.24,571.099,581.848,631.394
1752,8,car,767.881,586.217,826.889,632.031
1752,10,car,823.347,589.365,900.471,637.704
1752,12,car,390.789,568.691,509.179,653.302
1752,13,car,557.331,569.649,677.61,648.789
1752,14,car,892.049,597.846,976.475,650.688
1752,15,car,489.674,571.464,541.908,629.638
1753,4,car,527.385,571.123,581.82,631.381
1753,8,car,768.169,586.668,826.152,632.049
1753,10,car,823.291,589.402,900.284,637.667
1753,12,car,390.988,568.961,509.481,653.264
1753,13,car,557.207,569.678,677.263,648.728
1753,14,car,892.759,596.352,976.294,648.887
1753,15,car,489.685,571.732,541.59,629.443
1754,4,car,527.13,570.872,581.637,631.498
1754,8,car,768.427,586.872,826.403,631.911
1754,10,car,823.608,589.515,899.948,637.085
1754,12,car,391.512,568.638,509.45,653.348
1754,13,car,557.939,569.404,677.559,648.585
1754,14,car,891.551,595.738,974.85,648.708
1754,15,car,489.173,571.301,541.791,629.856
1755,4,car,527.617,570.763,581.911,631.371
1755,8,car,768.83,586.86,827.592,632.202
1755,10,car,823.698,589.628,900.271,637.276
1755,12,car,391.537,568.87,509.141,653.462
1755,13,car,557.651,569.617,676.997,648.763
1755,14,car,890.922,595.491,973.673,649.322
1755,15,car,489.254,571.092,541.169,628.717
1756,4,car,526.446,570.73,581.643,631.792
1756,7,car,969.346,592.909,1097.601,663.149
1756,8,car,768.567,586.683,828.379,632.07
1756,10,car,823.926,589.74,900.384,637.099
1756,12,car,391.661,568.856,509.015,653.436
1756,13,car,557.385,569.677,677.352,648.735
1756,14,car,889.703,596.631,972.793,649.99
1756,15,car,489.912,571.672,541.661,629.187
1757,4,car,525.869,570.791,581.544,632.116
1757,8,car,769.281,586.612,829.171,632.114
1757,10,car,823.946,589.734,900.514,637.207
1757,12,car,391.684,568.808,509.207,653.575
1757,13,car,556.98,569.774,677.265,648.78
1757,14,car,890.14,595.917,973.397,649.562
1757,15,car,490.524,572.192,541.93,629.442
1758,4,car,526.025,570.593,581.714,632.187
1758,8,car,769.681,586.516,829.807,632.187
1758,10,car,823.901,589.67,900.481,637.187
1758,12,car,391.646,568.829,508.84,653.315
1758,13,car,556.539,569.852,677.009,648.736
1758,14,car,890.521,595.659,973.84,649.451
1758,15,car,490.111,571.912,541.849,629.556
1759,4,car,526.383,570.402,582.125,631.994
1759,8,car,769.623,586.342,830.31,632.103
1759,10,car,823.755,589.459,900.636,637.197
1759,12,car,391.652,568.618,509.377,653.418
1759,13,car,556.629,569.774,677.211,648.724
1759,14,car,891.032,595.32,974.109,648.919
1760,4,car,526.75,570.282,582.468,631.827
1760,8,car,769.118,586.323,829.195,632.056
1760,10,car,823.362,589.188,900.79,637.183
1760,12,car,391.587,568.439,509.59,653.16
1760,13,car,557.355,569.763,677.712,648.715
1760,14,car,891.572,595.215,974.5,648.922
1760,15,car,488.412,569.832,542.203,629.871
1761,4,car,527.039,570.215,582.713,631.648
1761,7,car,965.967,592.731,1097.552,664.764
1761,8,car,768.659,586.28,828.412,631.795
1761,10,car,823.257,589.041,900.879,637.105
1761,12,car,391.468,568.218,509.914,652.973
1761,13,car,557.508,569.784,677.957,648.727
1761,14,car,891.475,594.869,974.198,648.893
1762,4,car,527.197,570.506,582.076,631.726
1762,7,car,965.142,592.99,1097.996,663.777
1762,8,car,768.397,586.51,827.653,631.703
1762,10,car,823.238,588.999,900.937,637.046
1762,12,car,391.208,568.781,509.755,653.337
1762,13,car,557.324,569.764,677.858,648.859
1762,14,car,891.665,596.965,974.51,649.849
1763,4,car,527.558,570.131,582.514,631.562
1763,7,car,964.042,592.629,1098.296,663.561
1763,8,car,768.599,586.639,827.392,631.707
1763,10,car,823.399,588.976,901.003,636.782
1763,12,car,391.357,568.437,509.965,653.183
1763,13,car,557.326,569.805,677.613,648.735
1763,14,car,891.897,595.818,975.175,649.56
1764,4,car,527.806,570.28,582.295,631.568
1764,7,car,964.986,592.331,1098.918,663.933
1764,8,car,768.621,586.775,827.219,631.782
1764,10,car,823.553,589.017,901.301,636.771
1764,12,car,390.98,568.514,509.68,653.523
1764,13,car,557.51,569.943,677.538,648.784
1764,14,car,892.13,597.327,975.076,650.141
